MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,MAPE_train,MAPE_test,sMAPE_train,sMAPE_test
38377.05823428117,45291.87155948026,47976.581473187165,56634.576269188365,0.5480939828309246,0.4130440897552218,11.084191483776573,12.882497602247009,10.908931576969566,12.6929203922517
