bedrooms,property_type,locality,postal_code,kitchen,facades,price,furnished,terraceSurface,fireplace,buildingState,gardenSurface,pool,livingArea,surfaceOfThePlot,energy_certificate,province,buildingStateLabel
1.0,APARTMENT,Forest,1190.0,1.0,2.0,175000.0,0.0,0.0,0.0,TO_RENOVATE,0.0,0.0,80.0,,,Brussels,
3.0,APARTMENT,Deurne,2100.0,1.0,,189000.0,0.0,5.0,0.0,TO_BE_DONE_UP,0.0,0.0,93.0,,C,Antwerp,
2.0,APARTMENT,Liège,4020.0,1.0,2.0,195000.0,0.0,1.0,0.0,GOOD,0.0,0.0,80.0,,C,Liège,
2.0,APARTMENT,Oostende,8400.0,1.0,4.0,198000.0,1.0,3.0,0.0,GOOD,0.0,0.0,81.0,,E,West Flanders,
3.0,APARTMENT,Waremme,4300.0,1.0,3.0,210000.0,0.0,5.0,0.0,GOOD,0.0,0.0,90.0,,C,Liège,
2.0,APARTMENT,Woluwe-Saint-Pierre,1150.0,0.0,2.0,215000.0,0.0,13.0,0.0,TO_RENOVATE,0.0,0.0,78.0,,C,Brussels,
3.0,APARTMENT,DEURNE,2100.0,1.0,3.0,219900.0,0.0,2.0,0.0,,0.0,0.0,97.0,,D,Antwerp,
2.0,APARTMENT,FOREST,1190.0,1.0,4.0,220000.0,0.0,12.0,0.0,,0.0,0.0,87.0,,E,Brussels,
2.0,APARTMENT,Jette,1090.0,1.0,3.0,225000.0,0.0,2.0,0.0,GOOD,0.0,0.0,83.0,,G,Brussels,
2.0,APARTMENT,Anderlecht,1070.0,0.0,3.0,229000.0,0.0,3.0,1.0,TO_RENOVATE,0.0,0.0,85.0,,G,Brussels,
7.0,HOUSE,Sint-Denijs-Westrem,9051.0,0.0,4.0,1245000.0,0.0,0.0,1.0,GOOD,0.0,0.0,1038.0,3130.0,B,East Flanders,
4.0,HOUSE,Deurle,9831.0,0.0,4.0,3695000.0,0.0,0.0,1.0,GOOD,0.0,0.0,424.0,2101.0,A,East Flanders,
5.0,HOUSE,Deurle,9831.0,0.0,4.0,3850000.0,0.0,0.0,1.0,AS_NEW,0.0,0.0,617.0,13102.0,C,East Flanders,
4.0,APARTMENT,Dilbeek,1700.0,0.0,2.0,575000.0,0.0,25.0,0.0,GOOD,107.0,0.0,176.0,,B,Flemish Brabant,
4.0,HOUSE,Tournai,7500.0,1.0,2.0,450000.0,0.0,15.0,0.0,GOOD,0.0,0.0,261.0,170.0,C,Hainaut,
2.0,APARTMENT,Knokke,8300.0,0.0,,535000.0,0.0,0.0,0.0,GOOD,0.0,0.0,80.0,,F,West Flanders,
4.0,HOUSE,CHASTRE,1450.0,1.0,4.0,295000.0,0.0,0.0,0.0,TO_RENOVATE,1400.0,0.0,120.0,2087.0,G,Walloon Brabant,
4.0,HOUSE,Gent,9000.0,1.0,4.0,1279000.0,0.0,0.0,0.0,AS_NEW,0.0,1.0,247.0,820.0,C,East Flanders,
4.0,HOUSE,Gent,9030.0,1.0,4.0,1279000.0,0.0,0.0,0.0,AS_NEW,0.0,1.0,247.0,820.0,C,East Flanders,
1.0,HOUSE,ERPE,9420.0,1.0,4.0,135000.0,0.0,0.0,0.0,GOOD,0.0,0.0,55.0,0.0,,East Flanders,
3.0,HOUSE,Quaregnon,7390.0,1.0,3.0,140000.0,0.0,0.0,0.0,TO_RENOVATE,90.0,0.0,186.0,310.0,E,Hainaut,
3.0,HOUSE,Flémalle,4400.0,1.0,3.0,149000.0,0.0,5.0,0.0,TO_BE_DONE_UP,0.0,0.0,110.0,0.0,D,Liège,
3.0,HOUSE,Seraing Ougrée,4102.0,1.0,2.0,169000.0,0.0,0.0,0.0,TO_RENOVATE,140.0,0.0,112.0,240.0,D,Liège,
2.0,HOUSE,NEDERBRAKEL,9660.0,0.0,2.0,179000.0,0.0,0.0,0.0,,0.0,0.0,160.0,90.0,E,East Flanders,
2.0,HOUSE,Charleroi,6031.0,1.0,3.0,190000.0,0.0,25.0,0.0,TO_RENOVATE,800.0,0.0,117.0,1100.0,F,Hainaut,
4.0,HOUSE,Houffalize,6660.0,1.0,2.0,195000.0,0.0,1.0,0.0,GOOD,1.0,0.0,163.0,251.0,F,Luxembourg,
4.0,HOUSE,Marcinelle,6001.0,1.0,2.0,199000.0,1.0,0.0,0.0,TO_BE_DONE_UP,196.0,0.0,265.0,340.0,C,Hainaut,
1.0,HOUSE,Bilzen,3740.0,0.0,,210000.0,0.0,0.0,0.0,,0.0,0.0,532.0,965.0,F,Limburg,
4.0,HOUSE,AUBANGE,6790.0,1.0,4.0,239000.0,0.0,0.0,0.0,TO_RENOVATE,0.0,0.0,153.0,375.0,G,Luxembourg,
5.0,HOUSE,Herve,4651.0,1.0,2.0,240000.0,0.0,0.0,0.0,GOOD,0.0,0.0,136.0,0.0,B,Liège,
3.0,HOUSE,Herve,4650.0,1.0,3.0,249000.0,0.0,15.0,0.0,TO_BE_DONE_UP,280.0,0.0,169.0,550.0,F,Liège,
4.0,HOUSE,Riemst,3770.0,0.0,,249900.0,0.0,0.0,0.0,,0.0,0.0,213.0,572.0,D,Limburg,
2.0,HOUSE,VIRTON,6760.0,1.0,4.0,250000.0,0.0,0.0,0.0,TO_BE_DONE_UP,0.0,0.0,127.0,1413.0,G,Luxembourg,
3.0,HOUSE,Anzegem,8570.0,0.0,3.0,259000.0,0.0,0.0,0.0,,0.0,0.0,140.0,569.0,C,West Flanders,
5.0,HOUSE,Virton Ruette,6760.0,1.0,4.0,265000.0,0.0,0.0,0.0,TO_BE_DONE_UP,180.0,0.0,164.0,736.0,F,Luxembourg,
4.0,HOUSE,Bilzen,3740.0,1.0,,275000.0,0.0,0.0,0.0,,0.0,0.0,153.0,666.0,F,Limburg,
4.0,HOUSE,AUBANGE,6790.0,1.0,,285000.0,0.0,0.0,0.0,TO_BE_DONE_UP,0.0,0.0,151.0,1056.0,D,Luxembourg,
3.0,HOUSE,Awans,4342.0,1.0,4.0,295000.0,0.0,18.0,0.0,TO_RENOVATE,220.0,0.0,140.0,518.0,D,Liège,
3.0,HOUSE,DEERLIJK,8540.0,0.0,,225000.0,0.0,18.0,0.0,GOOD,0.0,0.0,145.0,0.0,C,West Flanders,
2.0,HOUSE,Knokke-Heist,8300.0,1.0,2.0,795000.0,0.0,0.0,0.0,GOOD,0.0,0.0,119.0,154.0,E,West Flanders,
2.0,HOUSE,Sprimont,4140.0,1.0,4.0,295000.0,0.0,35.0,0.0,AS_NEW,1138.0,0.0,89.0,1225.0,D,Liège,
3.0,HOUSE,Affligem,1790.0,1.0,3.0,375000.0,0.0,25.0,0.0,GOOD,50.0,0.0,183.0,254.0,E,Flemish Brabant,
4.0,HOUSE,Haaltert,9450.0,1.0,4.0,120000.0,0.0,0.0,0.0,TO_RENOVATE,0.0,0.0,164.0,350.0,F,East Flanders,
3.0,HOUSE,Staden,8840.0,0.0,4.0,230000.0,0.0,0.0,0.0,TO_BE_DONE_UP,0.0,0.0,164.0,284.0,F,West Flanders,
4.0,HOUSE,Ertvelde,9940.0,0.0,3.0,250000.0,0.0,0.0,0.0,TO_BE_DONE_UP,0.0,0.0,189.0,268.0,F,East Flanders,
3.0,HOUSE,Ganshoren,1083.0,1.0,2.0,269000.0,0.0,0.0,0.0,TO_RENOVATE,0.0,0.0,136.0,67.0,G,Brussels,
2.0,HOUSE,Roeselare,8800.0,0.0,4.0,269000.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,131.0,426.0,E,West Flanders,
3.0,HOUSE,Aarschot Langdorp,3201.0,1.0,4.0,275000.0,0.0,0.0,0.0,TO_RENOVATE,0.0,0.0,122.0,838.0,F,Flemish Brabant,
4.0,HOUSE,Gent Gentbrugge,9050.0,1.0,2.0,275000.0,0.0,0.0,0.0,TO_RENOVATE,0.0,0.0,218.0,75.0,C,East Flanders,
2.0,HOUSE,Roeselare,8800.0,0.0,4.0,279000.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,134.0,238.0,C,West Flanders,
3.0,HOUSE,Gent,9032.0,1.0,1.0,299000.0,0.0,0.0,0.0,,16.0,0.0,162.0,100.0,C,East Flanders,
4.0,HOUSE,Wondelgem,9032.0,0.0,3.0,360000.0,0.0,0.0,0.0,TO_RENOVATE,0.0,0.0,193.0,320.0,F,East Flanders,
4.0,HOUSE,Lebbeke,9280.0,0.0,4.0,389000.0,0.0,0.0,0.0,GOOD,0.0,0.0,154.0,1510.0,F,East Flanders,
3.0,HOUSE,Londerzeel,1840.0,1.0,3.0,399000.0,0.0,0.0,0.0,GOOD,0.0,0.0,228.0,268.0,D,Flemish Brabant,
3.0,HOUSE,Brugge,8000.0,0.0,4.0,399000.0,0.0,0.0,0.0,GOOD,0.0,0.0,175.0,1290.0,F,West Flanders,
4.0,HOUSE,Aalst Meldert,9310.0,0.0,4.0,439000.0,0.0,0.0,0.0,GOOD,0.0,0.0,211.0,1299.0,F,East Flanders,
8.0,HOUSE,Torhout,8820.0,0.0,4.0,479000.0,0.0,0.0,0.0,GOOD,0.0,0.0,380.0,808.0,D,West Flanders,
4.0,HOUSE,Gent,9000.0,0.0,4.0,525000.0,0.0,12.0,0.0,TO_BE_DONE_UP,0.0,0.0,243.0,90.0,D,East Flanders,
7.0,HOUSE,Roeselare,8800.0,0.0,4.0,539000.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,303.0,518.0,E,West Flanders,
5.0,HOUSE,Rixensart,1331.0,1.0,4.0,549000.0,0.0,0.0,0.0,TO_BE_DONE_UP,1013.0,0.0,180.0,1013.0,D,Walloon Brabant,
3.0,HOUSE,Blankenberge,8370.0,0.0,4.0,595000.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,204.0,676.0,B,West Flanders,
4.0,HOUSE,Watermael-Boitsfort,1170.0,1.0,2.0,599000.0,0.0,16.0,0.0,TO_RENOVATE,60.0,0.0,215.0,180.0,G,Brussels,
4.0,HOUSE,Visé,4600.0,1.0,4.0,295000.0,0.0,0.0,1.0,TO_BE_DONE_UP,412.0,0.0,147.0,545.0,G,Liège,
2.0,HOUSE,Zottegem,9620.0,0.0,2.0,295000.0,0.0,0.0,0.0,GOOD,0.0,0.0,183.0,471.0,C,East Flanders,
3.0,HOUSE,Galmaarden,1570.0,0.0,4.0,299000.0,0.0,0.0,0.0,TO_RENOVATE,0.0,0.0,224.0,674.0,F,Flemish Brabant,
4.0,HOUSE,Bièvre,5555.0,1.0,4.0,299000.0,0.0,0.0,0.0,GOOD,1800.0,0.0,160.0,1977.0,E,Namur,
3.0,HOUSE,Blaasveld,2830.0,0.0,2.0,314000.0,0.0,0.0,0.0,,0.0,0.0,189.0,341.0,C,Antwerp,
2.0,HOUSE,Grimbergen,1850.0,1.0,,315000.0,0.0,0.0,0.0,,0.0,0.0,163.0,195.0,E,Flemish Brabant,
3.0,HOUSE,Sint-Gillis-Waas,9170.0,1.0,2.0,320000.0,0.0,0.0,0.0,TO_RENOVATE,400.0,0.0,250.0,475.0,B,East Flanders,
5.0,HOUSE,DESSEL,2480.0,1.0,4.0,329000.0,0.0,0.0,0.0,,0.0,0.0,224.0,757.0,D,Antwerp,
4.0,HOUSE,Werken,8610.0,0.0,4.0,329000.0,0.0,0.0,0.0,GOOD,340.0,0.0,286.0,684.0,D,West Flanders,
3.0,HOUSE,Lommel,3920.0,0.0,2.0,339000.0,0.0,0.0,0.0,GOOD,0.0,0.0,163.0,0.0,B,Limburg,
5.0,HOUSE,Ruddervoorde,8020.0,0.0,,340000.0,0.0,0.0,0.0,,0.0,0.0,220.0,1563.0,F,West Flanders,
3.0,HOUSE,Asper,9890.0,0.0,,349000.0,0.0,0.0,0.0,TO_RENOVATE,0.0,0.0,154.0,2255.0,F,East Flanders,
4.0,HOUSE,Herfelingen,1540.0,0.0,,374000.0,0.0,0.0,0.0,,0.0,0.0,346.0,1428.0,D,Flemish Brabant,
3.0,HOUSE,De Haan,8420.0,0.0,,375000.0,0.0,0.0,0.0,GOOD,0.0,0.0,314.0,568.0,E,West Flanders,
3.0,HOUSE,Mortsel,2640.0,1.0,2.0,398000.0,0.0,0.0,0.0,GOOD,0.0,0.0,223.0,0.0,D,Antwerp,
5.0,HOUSE,Melle,9090.0,1.0,2.0,399000.0,0.0,0.0,0.0,GOOD,0.0,0.0,238.0,230.0,B,East Flanders,
4.0,HOUSE,Antwerpen,2610.0,1.0,2.0,415000.0,0.0,0.0,0.0,TO_BE_DONE_UP,13.0,0.0,184.0,84.0,C,Antwerp,
5.0,HOUSE,Deinze,9800.0,1.0,4.0,445000.0,0.0,440.0,0.0,GOOD,791.0,0.0,364.0,791.0,F,East Flanders,
5.0,HOUSE,OUDENAARDE,9700.0,1.0,,449000.0,0.0,0.0,0.0,GOOD,0.0,0.0,232.0,236.0,B,East Flanders,
4.0,HOUSE,Ronse,9600.0,0.0,4.0,499500.0,0.0,1.0,0.0,GOOD,1000.0,0.0,272.0,1240.0,D,East Flanders,
4.0,HOUSE,Lievegem,9920.0,0.0,4.0,510000.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,248.0,800.0,D,East Flanders,
5.0,HOUSE,Beauvechain,1320.0,0.0,4.0,515000.0,0.0,0.0,0.0,,0.0,0.0,250.0,2000.0,D,Walloon Brabant,
3.0,HOUSE,Anderlecht,1070.0,1.0,4.0,555000.0,0.0,0.0,0.0,TO_RENOVATE,450.0,0.0,200.0,600.0,,Brussels,
3.0,HOUSE,Berlaar,2590.0,1.0,3.0,575000.0,0.0,0.0,0.0,GOOD,0.0,0.0,191.0,583.0,,Antwerp,
1.0,APARTMENT,Ixelles,1050.0,1.0,2.0,345000.0,0.0,10.0,0.0,TO_RENOVATE,70.0,0.0,60.0,,,Brussels,
2.0,APARTMENT,Zaventem,1930.0,1.0,3.0,345000.0,0.0,30.0,0.0,JUST_RENOVATED,0.0,0.0,144.0,,C,Flemish Brabant,
4.0,APARTMENT,Oudenaarde,9700.0,1.0,,359000.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,162.0,,B,East Flanders,
2.0,APARTMENT,Uccle,1180.0,1.0,2.0,395000.0,0.0,3.0,0.0,JUST_RENOVATED,0.0,0.0,85.0,,C,Brussels,
3.0,APARTMENT,Woluwe-Saint-Pierre,1150.0,1.0,3.0,398000.0,0.0,9.0,0.0,TO_BE_DONE_UP,0.0,0.0,124.0,,G,Brussels,
2.0,APARTMENT,Ixelles,1050.0,1.0,2.0,415000.0,0.0,4.0,0.0,GOOD,0.0,0.0,116.0,,G,Brussels,
1.0,APARTMENT,Knokke,8300.0,1.0,,445000.0,0.0,0.0,0.0,,0.0,0.0,72.0,,C,West Flanders,
2.0,APARTMENT,MIDDELKERKE,8430.0,1.0,2.0,449000.0,0.0,0.0,0.0,JUST_RENOVATED,0.0,0.0,75.0,,F,West Flanders,
4.0,HOUSE,Gent,9041.0,1.0,3.0,498000.0,0.0,20.0,1.0,JUST_RENOVATED,330.0,0.0,220.0,503.0,B,East Flanders,
4.0,APARTMENT,Antwerpen,2018.0,1.0,2.0,549000.0,0.0,6.0,0.0,TO_BE_DONE_UP,0.0,0.0,181.0,,B,Antwerp,
3.0,APARTMENT,Knokke-Heist Knokke,8300.0,1.0,3.0,2995000.0,0.0,0.0,0.0,AS_NEW,300.0,0.0,128.0,,C,West Flanders,
3.0,APARTMENT,Knokke-Heist Knokke,8300.0,1.0,3.0,2995000.0,1.0,0.0,0.0,AS_NEW,300.0,0.0,128.0,,C,West Flanders,
4.0,HOUSE,Brugge Sint-Michiels,8200.0,1.0,4.0,424800.0,0.0,0.0,0.0,TO_RENOVATE,442.0,0.0,174.0,544.0,F,West Flanders,
2.0,HOUSE,Geraardsbergen,9500.0,1.0,2.0,139000.0,0.0,4.0,0.0,GOOD,0.0,0.0,115.0,50.0,C,East Flanders,
3.0,HOUSE,Izegem,8870.0,0.0,2.0,149000.0,0.0,0.0,0.0,TO_RENOVATE,0.0,0.0,159.0,122.0,F,West Flanders,
3.0,HOUSE,Sint-Amandsberg,9040.0,0.0,4.0,275000.0,0.0,0.0,0.0,GOOD,0.0,0.0,144.0,50.0,D,East Flanders,
3.0,HOUSE,Ronse,9600.0,0.0,4.0,299000.0,0.0,0.0,0.0,GOOD,0.0,0.0,113.0,856.0,B,East Flanders,
2.0,HOUSE,Tremelo,3120.0,1.0,4.0,339000.0,0.0,0.0,0.0,TO_BE_DONE_UP,0.0,0.0,129.0,1041.0,F,Flemish Brabant,
3.0,HOUSE,Lebbeke,9280.0,0.0,3.0,434000.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,180.0,857.0,D,East Flanders,
7.0,HOUSE,Liège,4000.0,1.0,2.0,439000.0,0.0,47.0,0.0,GOOD,0.0,0.0,158.0,120.0,D,Liège,
3.0,HOUSE,Eke,9810.0,0.0,4.0,460000.0,0.0,0.0,0.0,GOOD,0.0,0.0,172.0,1342.0,F,East Flanders,
4.0,HOUSE,Galmaarden,1570.0,1.0,2.0,590000.0,0.0,50.0,0.0,GOOD,0.0,0.0,488.0,345.0,C,Flemish Brabant,
3.0,HOUSE,Ottignies-Louvain-la-Neuve,1340.0,1.0,4.0,595000.0,0.0,50.0,0.0,TO_BE_DONE_UP,1461.0,0.0,190.0,1461.0,G,Walloon Brabant,
3.0,HOUSE,Limelette,1342.0,1.0,4.0,595000.0,0.0,50.0,0.0,TO_BE_DONE_UP,1461.0,0.0,190.0,1461.0,G,Walloon Brabant,
4.0,HOUSE,Grimbergen,1850.0,0.0,4.0,595000.0,0.0,25.0,0.0,AS_NEW,350.0,0.0,200.0,720.0,D,Flemish Brabant,
4.0,HOUSE,Meise,1860.0,0.0,4.0,635000.0,0.0,0.0,1.0,,0.0,0.0,210.0,1348.0,E,Flemish Brabant,
3.0,HOUSE,Knokke-Heist,8300.0,0.0,,695000.0,0.0,0.0,0.0,JUST_RENOVATED,0.0,0.0,136.0,251.0,B,West Flanders,
3.0,HOUSE,KEERBERGEN,3140.0,0.0,4.0,975000.0,0.0,0.0,0.0,,0.0,0.0,345.0,3271.0,B,Flemish Brabant,
6.0,HOUSE,Brussel,1000.0,1.0,2.0,1250000.0,0.0,65.0,0.0,GOOD,0.0,0.0,365.0,300.0,D,Brussels,
6.0,HOUSE,Brussel,1000.0,1.0,2.0,1250000.0,0.0,85.0,0.0,GOOD,0.0,0.0,365.0,300.0,D,Brussels,
2.0,APARTMENT,Asse,1731.0,1.0,2.0,285000.0,0.0,8.0,0.0,GOOD,0.0,0.0,105.0,,B,Flemish Brabant,
4.0,HOUSE,Zele,9240.0,1.0,3.0,270000.0,0.0,0.0,0.0,TO_RENOVATE,0.0,0.0,179.0,360.0,F,East Flanders,
2.0,HOUSE,Tongeren,3700.0,0.0,3.0,325000.0,0.0,0.0,0.0,,0.0,0.0,127.0,1015.0,C,Limburg,
5.0,HOUSE,Ninove,9400.0,1.0,3.0,385000.0,0.0,0.0,0.0,GOOD,308.0,0.0,200.0,423.0,C,East Flanders,
3.0,HOUSE,Lennik,1750.0,1.0,3.0,650000.0,0.0,70.0,0.0,AS_NEW,0.0,0.0,182.0,1000.0,C,Flemish Brabant,
3.0,HOUSE,Roosdaal,1760.0,1.0,3.0,650000.0,0.0,70.0,0.0,AS_NEW,0.0,0.0,182.0,1000.0,C,Flemish Brabant,
3.0,HOUSE,Roosdaal,1761.0,1.0,3.0,650000.0,0.0,70.0,0.0,AS_NEW,0.0,0.0,182.0,1000.0,C,Flemish Brabant,
1.0,APARTMENT,Blankenberge,8370.0,1.0,2.0,129000.0,0.0,0.0,0.0,GOOD,0.0,0.0,40.0,,C,West Flanders,
2.0,APARTMENT,Tienen,3300.0,0.0,,188000.0,0.0,2.0,0.0,GOOD,0.0,0.0,87.0,,C,Flemish Brabant,
2.0,APARTMENT,Lontzen,4710.0,1.0,4.0,199000.0,0.0,0.0,0.0,GOOD,0.0,0.0,117.0,,C,Liège,
3.0,APARTMENT,Sint-Niklaas,9100.0,0.0,3.0,299000.0,0.0,0.0,0.0,AS_NEW,11.0,0.0,146.0,,B,East Flanders,
3.0,APARTMENT,Knokke-Heist,8300.0,1.0,2.0,625000.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,94.0,,B,West Flanders,
4.0,HOUSE,LINKEBEEK,1630.0,1.0,2.0,560000.0,0.0,0.0,0.0,GOOD,90.0,0.0,212.0,208.0,C,Flemish Brabant,
2.0,APARTMENT,Asse Zellik,1731.0,1.0,2.0,199000.0,0.0,6.0,0.0,AS_NEW,0.0,0.0,70.0,,B,Flemish Brabant,
4.0,HOUSE,Lot,1651.0,1.0,,585000.0,0.0,19.0,0.0,AS_NEW,0.0,0.0,222.0,682.0,,Flemish Brabant,
1.0,APARTMENT,Nassogne,6950.0,1.0,2.0,89000.0,0.0,15.0,0.0,GOOD,0.0,0.0,40.0,,D,Luxembourg,
1.0,APARTMENT,Gent,9000.0,0.0,,220000.0,0.0,0.0,0.0,GOOD,0.0,0.0,64.0,,C,East Flanders,
2.0,HOUSE,Grimminge,9506.0,1.0,4.0,369000.0,0.0,0.0,0.0,GOOD,1351.0,0.0,197.0,1636.0,F,East Flanders,
7.0,HOUSE,Gistel,8470.0,0.0,4.0,219000.0,0.0,0.0,0.0,GOOD,0.0,0.0,205.0,424.0,D,West Flanders,
2.0,HOUSE,Diksmuide,8600.0,0.0,2.0,145000.0,0.0,0.0,0.0,GOOD,0.0,0.0,110.0,280.0,F,West Flanders,
2.0,APARTMENT,Antwerpen,2000.0,0.0,,299000.0,0.0,0.0,0.0,GOOD,0.0,0.0,111.0,,A++,Antwerp,
3.0,APARTMENT,Antwerpen Deurne,2100.0,0.0,2.0,298000.0,0.0,9.0,0.0,JUST_RENOVATED,0.0,0.0,106.0,,B,Antwerp,
2.0,HOUSE,Evergem,9940.0,1.0,,369000.0,0.0,0.0,0.0,GOOD,386.0,0.0,136.0,500.0,C,East Flanders,
3.0,HOUSE,BOUGE,5004.0,1.0,4.0,445000.0,0.0,0.0,0.0,GOOD,0.0,0.0,190.0,675.0,D,Namur,
1.0,APARTMENT,Antwerpen,2170.0,0.0,2.0,134000.0,0.0,0.0,0.0,GOOD,0.0,0.0,47.0,,C,Antwerp,
2.0,APARTMENT,Blankenberge,8370.0,0.0,,169000.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,68.0,,C,West Flanders,
2.0,APARTMENT,Gent,9040.0,0.0,3.0,349000.0,0.0,12.0,0.0,AS_NEW,0.0,0.0,123.0,,C,East Flanders,
3.0,HOUSE,Oupeye,4680.0,1.0,4.0,300000.0,0.0,0.0,1.0,TO_BE_DONE_UP,0.0,0.0,240.0,600.0,D,Liège,
3.0,HOUSE,Sint-Jans-Molenbeek,1080.0,1.0,3.0,339000.0,0.0,9.0,0.0,TO_RENOVATE,0.0,0.0,161.0,90.0,G,Brussels,
3.0,HOUSE,Koekelare,8680.0,0.0,4.0,299000.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,177.0,414.0,C,West Flanders,
3.0,HOUSE,Merchtem,1785.0,0.0,4.0,395000.0,0.0,0.0,0.0,TO_BE_DONE_UP,0.0,0.0,120.0,1262.0,D,Flemish Brabant,
4.0,HOUSE,Ternat,1740.0,1.0,4.0,398000.0,0.0,0.0,0.0,TO_RENOVATE,1800.0,0.0,100.0,1992.0,F,Flemish Brabant,
0.0,APARTMENT,Blankenberge,8370.0,0.0,,144000.0,1.0,0.0,0.0,,0.0,0.0,45.0,,B,West Flanders,
2.0,APARTMENT,Oostende,8400.0,0.0,,145000.0,0.0,0.0,0.0,GOOD,0.0,0.0,71.0,,C,West Flanders,
1.0,APARTMENT,Bredene,8450.0,1.0,,149000.0,0.0,0.0,0.0,,0.0,0.0,65.0,,D,West Flanders,
1.0,APARTMENT,UCCLE,1180.0,1.0,2.0,155000.0,0.0,0.0,0.0,GOOD,0.0,0.0,36.0,,B,Brussels,
0.0,APARTMENT,Antwerpen,2170.0,1.0,1.0,159000.0,0.0,7.0,0.0,AS_NEW,0.0,0.0,42.0,,B,Antwerp,
1.0,APARTMENT,Forest,1190.0,1.0,2.0,165000.0,0.0,0.0,0.0,TO_BE_DONE_UP,0.0,0.0,46.0,,F,Brussels,
2.0,APARTMENT,Bruxelles,1020.0,1.0,2.0,175000.0,0.0,14.0,0.0,TO_BE_DONE_UP,0.0,0.0,75.0,,E,Brussels,
2.0,APARTMENT,HUY,4500.0,1.0,2.0,175000.0,0.0,0.0,0.0,TO_BE_DONE_UP,0.0,0.0,100.0,,C,Liège,
2.0,APARTMENT,Jette,1090.0,1.0,2.0,185000.0,0.0,16.0,0.0,TO_RENOVATE,0.0,0.0,61.0,,G,Brussels,
0.0,APARTMENT,EVERE,1140.0,1.0,,189000.0,0.0,12.0,0.0,,0.0,0.0,50.0,,E,Brussels,
1.0,APARTMENT,Antwerpen,2000.0,0.0,2.0,190000.0,0.0,1.0,0.0,GOOD,0.0,0.0,50.0,,C,Antwerp,
2.0,APARTMENT,LIÈGE,4000.0,0.0,,198000.0,0.0,0.0,0.0,,0.0,0.0,62.0,,B,Liège,
2.0,APARTMENT,Wetteren,9230.0,1.0,2.0,199000.0,0.0,0.0,0.0,TO_RENOVATE,0.0,0.0,146.0,,C,East Flanders,
0.0,APARTMENT,Etterbeek,1040.0,1.0,2.0,205000.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,33.0,,E,Brussels,
3.0,APARTMENT,Tournai,7500.0,0.0,2.0,209000.0,0.0,0.0,0.0,GOOD,0.0,0.0,151.0,,C,Hainaut,
2.0,APARTMENT,Antwerpen,2100.0,1.0,3.0,220000.0,0.0,1.0,0.0,AS_NEW,0.0,0.0,87.0,,C,Antwerp,
2.0,APARTMENT,WETTEREN,9230.0,1.0,2.0,220000.0,0.0,0.0,0.0,,0.0,0.0,78.0,,B,East Flanders,
2.0,APARTMENT,WETTEREN,9230.0,1.0,2.0,220000.0,0.0,0.0,0.0,,0.0,0.0,78.0,,C,East Flanders,
2.0,APARTMENT,WETTEREN,9230.0,1.0,2.0,220000.0,0.0,0.0,0.0,,0.0,0.0,78.0,,C,East Flanders,
2.0,APARTMENT,SINT-AMANDSBERG,9040.0,0.0,2.0,225000.0,0.0,0.0,0.0,GOOD,0.0,0.0,96.0,,B,East Flanders,
2.0,APARTMENT,Ganshoren,1083.0,1.0,4.0,235000.0,0.0,8.0,0.0,AS_NEW,0.0,0.0,87.0,,D,Brussels,
2.0,APARTMENT,Gent,9000.0,1.0,2.0,235000.0,0.0,6.0,0.0,GOOD,0.0,0.0,86.0,,B,East Flanders,
2.0,APARTMENT,Mariakerke,9030.0,1.0,2.0,235000.0,0.0,6.0,0.0,GOOD,0.0,0.0,86.0,,B,East Flanders,
2.0,APARTMENT,Heist-aan-Zee,8301.0,1.0,,245000.0,0.0,0.0,0.0,,0.0,0.0,61.0,,C,West Flanders,
2.0,APARTMENT,Molenbeek-saint-jean,1080.0,1.0,2.0,249000.0,0.0,0.0,0.0,GOOD,0.0,0.0,106.0,,C,Brussels,
3.0,APARTMENT,Antwerpen,2100.0,1.0,2.0,249900.0,0.0,5.0,0.0,AS_NEW,0.0,0.0,75.0,,A,Antwerp,
1.0,APARTMENT,Woluwe-Saint-Lambert,1200.0,1.0,2.0,250000.0,0.0,0.0,0.0,AS_NEW,0.0,0.0,56.0,,E,Brussels,
1.0,APARTMENT,Woluwe-Saint-Lambert,1200.0,1.0,2.0,259000.0,0.0,3.0,0.0,TO_BE_DONE_UP,0.0,0.0,74.0,,G,Brussels,
2.0,APARTMENT,Berchem,2600.0,0.0,,265000.0,0.0,7.0,0.0,,0.0,0.0,89.0,,B,Antwerp,
3.0,APARTMENT,Jette,1090.0,1.0,3.0,269000.0,0.0,10.0,0.0,GOOD,0.0,0.0,106.0,,D,Brussels,
2.0,APARTMENT,Laeken,1020.0,1.0,,275000.0,0.0,13.0,0.0,GOOD,0.0,0.0,90.0,,G,Brussels,
