"RAEREN","10,5%","","50.6646 6.1264","Raeren"
"SAINT-VITH","7,0%","","50.2915 6.0405","Sankt Vith"
"SPA","11,6%","","50.472 5.867","Spa"
"STAVELOT","9,3%","","50.4165 5.9581","Stavelot"
"STOUMONT","7,5%","","50.4082 5.7985","Stoumont"
"THEUX","6,1%","","50.501 5.806","Theux"
"VERVIERS","22,4%","","50.585 5.8668","Verviers"
"WAIMES","7,4%","","50.4624 6.1248","Weismes"
"WELKENRAEDT","9,7%","","50.663 5.921","Welkenraedt"
"TROIS-PONTS","9,6%","","50.3555 5.9375","Trois-Ponts"
"BURG-REULAND","6,1%","","50.2035 6.0929","Burg-Reuland"
"PLOMBIERES","9,1%","","50.7256 5.9491","Plombières"
"THIMISTER-CLERMONT","4,6%","","50.6629 5.8697","Thimister-Clermont"
"BERLOZ","5,1%","","50.7038 5.2031","Berloz"
"BRAIVES","5,3%","","50.6154 5.1494","Braives"
"CRISNEE","5,7%","","50.7107 5.3969","Crisnée"
"DONCEEL","4,6%","","50.6493 5.3261","Donceel"
"FEXHE-LE-HAUT-CLOCHER","5,3%","","50.6636 5.4021","Fexhe-le-Haut-Clocher"
"GEER","4,2%","","50.6705 5.1835","Geer"
"HANNUT","7,4%","","50.666 5.0731","Hannuit"
"LINCENT","6,2%","","50.7214 5.0276","Lijsem"
"OREYE","6,7%","","50.7235 5.349","Oerle"
"REMICOURT","5,2%","","50.6856 5.3412","Remicourt"
"SAINT-GEORGES-SUR-MEUSE","8,4%","","50.5966 5.3607","Saint-Georges-sur-Meuse"
"WAREMME","9,5%","","50.692 5.2635","Borgworm"
"WASSEIGES","8,7%","","50.6178 5.0244","Wasseiges"
"FAIMES","4,8%","","50.647 5.2395","Faimes"
"AS","4,4%","","51.007 5.559","As"
"BERINGEN","7,5%","","51.0654 5.2358","Beringen"
"DIEPENBEEK","5,0%","","50.9115 5.4175","Diepenbeek"
"GENK","9,6%","","50.9671 5.4948","Genk"
"GINGELOM","5,0%","","50.7325 5.1395","Gingelom"
"HALEN","4,6%","","50.9499 5.0942","Halen"
"HASSELT","8,1%","","50.9353 5.3084","Hasselt"
"HERCK-LA-VILLE","5,1%","","50.9373 5.1779","Herk-de-Stad"
"BOURG-LEOPOLD","7,5%","","51.1174 5.2506","Leopoldsburg"
"LUMMEN","4,5%","","50.9952 5.1831","Lummen"
"NIEUWERKERKEN","5,3%","","50.881 5.235","Nieuwerkerken"
"SAINT-TROND","8,7%","","50.813 5.197","Sint-Truiden"
"TESSENDERLO","5,3%","","51.0548 5.0692","Tessenderlo"
"ZONHOVEN","5,4%","","50.9918 5.3765","Zonhoven"
"ZUTENDAAL","5,8%","","50.936 5.571","Zutendaal"
"HAM","4,6%","","51.1002 5.1608","Ham"
"HEUSDEN-ZOLDER","8,2%","","51.0199 5.2892","Heusden-Zolder"
"BOCHOLT","6,5%","","51.187 5.5637","Bocholt"
"BREE","6,1%","","51.144 5.632","Bree"
"KINROOI","6,2%","","51.1545 5.757","Kinrooi"
"LOMMEL","6,4%","","51.2255 5.302","Lommel"
"MAASEIK","7,4%","","51.0879 5.7152","Maaseik"
"PEER","6,1%","","51.1284 5.4616","Peer"
"HAMONT-ACHEL","8,0%","","51.26 5.5073","Hamont-Achel"
"HECHTEL-EKSEL","6,4%","","51.1385 5.3463","Hechtel-Eksel"
"HOUTHALEN-HELCHTEREN","7,0%","","51.0525 5.3875","Houthalen-Helchteren"
"DILSEN-STOKKEM","6,5%","","51.036 5.712","Dilsen-Stokkem"
"OUDSBERGEN","5,2%","","51.0749 5.5563","Oudsbergen"
"PELT","6,5%","","51.22 5.4245","Pelt"
"ALKEN","4,8%","","50.8784 5.2904","Alken"
"BILZEN","6,3%","","50.8695 5.5325","Bilzen"
"LOOZ","7,0%","","50.807 5.364","Borgloon"
"HEERS","6,1%","","50.7536 5.3119","Heers"
"HOESELT","5,6%","","50.8449 5.4727","Hoeselt"
"KORTESSEM","5,6%","","50.8531 5.4059","Kortessem"
"LANAKEN","7,8%","","50.8994 5.6443","Lanaken"
"RIEMST","7,0%","","50.8054 5.5922","Riemst"
"TONGRES","8,3%","","50.771 5.44","Tongeren**"
"WELLEN","4,5%","","50.8428 5.3234","Wellen"
"MAASMECHELEN","9,7%","","50.969 5.678","Maasmechelen"
"FOURONS","8,2%","","50.7465 5.8645","Voeren"
"ARLON","9,2%","","49.6745 5.8355","Aarlen"
"ATTERT","4,3%","","49.747 5.7545","Attert"
"AUBANGE","10,7%","","49.5755 5.7885","Aubange"
"MARTELANGE","10,2%","","49.8111 5.7246","Martelange"
"MESSANCY","6,1%","","49.6148 5.8114","Messancy"
"BASTOGNE","9,7%","","50.0156 5.7615","Bastenaken"
"BERTOGNE","5,2%","","50.0632 5.646","Bertogne"
"FAUVILLERS","7,1%","","49.881 5.699","Fauvillers"
"HOUFFALIZE","9,8%","","50.149 5.739","Houffalize"
"VIELSALM","10,7%","","50.2835 5.9035","Vielsalm"
"VAUX-SUR-SURE","6,8%","","49.9342 5.6064","Vaux-sur-Sûre"
"GOUVY","10,1%","","50.19 5.911","Gouvy"
"SAINTE-ODE","10,4%","","50.025 5.5279","Sainte-Ode"
"DURBUY","10,5%","","50.365 5.489","Durbuy"
"EREZEE","9,4%","","50.2945 5.5835","Erezée"
"HOTTON","10,6%","","50.2675 5.4365","Hotton"
"LA ROCHE-EN-ARDENNE","11,5%","","50.1671 5.605","La Roche-en-Ardenne"
"MARCHE-EN-FAMENNE","9,8%","","50.218 5.34","Marche-en-Famenne"
"NASSOGNE","8,3%","","50.1395 5.3545","Nassogne"
"RENDEUX","8,6%","","50.2145 5.4925","Rendeux"
"TENNEVILLE","6,8%","","50.0995 5.5445","Tenneville"
"MANHAY","8,5%","","50.289 5.6627","Manhay"
"BERTRIX","11,4%","","49.854 5.2462","Bertrix"
"BOUILLON","15,0%","","49.806 5.0831","Bouillon"
"DAVERDISSE","11,3%","","50.003 5.099","Daverdisse"
"HERBEUMONT","12,1%","","49.7955 5.306","Herbeumont"
"LEGLISE","5,5%","","49.8175 5.5585","Léglise"
"LIBIN","7,1%","","49.9782 5.2382","Libin"
"NEUFCHATEAU","9,8%","","49.851 5.4332","Neufchâteau"
"PALISEUL","10,9%","","49.9078 5.137","Paliseul"
"SAINT-HUBERT","11,7%","","50.038 5.3445","Saint-Hubert"
"TELLIN","9,6%","","50.0755 5.2255","Tellin"
"WELLIN","11,1%","","50.0601 5.0985","Wellin"
"LIBRAMONT-CHEVIGNY","9,0%","","49.9462 5.4225","Libramont-Chevigny"
"CHINY","9,0%","","49.721 5.3955","Chiny"
"ETALLE","5,4%","","49.6639 5.6088","Etalle"
"FLORENVILLE","12,7%","","49.7078 5.2755","Florenville"
"MEIX-DEVANT-VIRTON","10,3%","","49.6036 5.4699","Meix-devant-Virton"
"MUSSON","7,8%","","49.5694 5.6808","Musson"
"SAINT-LEGER","7,0%","","49.616 5.645","Saint-Léger"
"TINTIGNY","5,5%","","49.686 5.4843","Tintigny"
"VIRTON","11,4%","","49.5725 5.5725","Virton"
"HABAY","7,0%","","49.735 5.617","Habay"
"ROUVROY","10,6%","","49.536 5.4875","Rouvroy"
"ANHEE","7,6%","","50.32 4.766","Anhée"
"BEAURAING","12,5%","","50.0915 4.95","Beauraing"
"BIEVRE","11,8%","","49.9295 5.025","Bièvre"
"CINEY","9,5%","","50.2694 5.1227","Ciney"
"DINANT","15,9%","","50.2495 4.9432","Dinant"
"GEDINNE","11,9%","","49.9845 4.8995","Gedinne"
"HAMOIS","7,0%","","50.3375 5.1645","Hamois"
"HAVELANGE","8,5%","","50.3612 5.248","Havelange"
"HOUYET","11,1%","","50.1915 5.0315","Houyet"
"ONHAYE","8,7%","","50.263 4.815","Onhaye"
"ROCHEFORT","11,2%","","50.157 5.1692","Rochefort"
"SOMME-LEUZE","8,2%","","50.2995 5.3186","Somme-Leuze"
"YVOIR","8,0%","","50.3225 4.9785","Yvoir"
"HASTIERE","16,0%","","50.195 4.8259","Hastière"
"VRESSE-SUR-SEMOIS","12,3%","","49.8503 4.9158","Vresse-sur-Semois"
"ANDENNE","10,5%","","50.4895 5.063","Andenne"
"ASSESSE","5,9%","","50.376 4.9985","Assesse"
"EGHEZEE","5,8%","","50.5866 4.8939","Eghezée"
"FLOREFFE","5,5%","","50.4352 4.7557","Floreffe"
"FOSSES-LA-VILLE","10,2%","","50.3932 4.6812","Fosses-la-Ville"
"GESVES","6,5%","","50.4224 5.0534","Gesves"
"METTET","7,6%","","50.3205 4.675","Mettet"
"NAMUR","13,9%","","50.4605 4.8727","Namen"
"OHEY","6,7%","","50.4358 5.1663","Ohey"
"PROFONDEVILLE","7,7%","","50.377 4.843","Profondeville"
"SOMBREFFE","7,5%","","50.5266 4.6026","Sombreffe"
"SAMBREVILLE","12,5%","","50.4465 4.6215","Sambreville"
"FERNELMONT","4,8%","","50.554 4.9871","Fernelmont"
"JEMEPPE-SUR-SAMBRE","9,5%","","50.4675 4.677","Jemeppe-sur-Sambre"
"LA BRUYERE","4,2%","","50.5297 4.8099","La Bruyère"
"GEMBLOUX","7,4%","","50.5543 4.7091","Gembloux"
"CERFONTAINE","9,8%","","50.1815 4.4405","Cerfontaine"
"COUVIN","16,8%","","50.0379 4.4809","Couvin"
"DOISCHE","12,3%","","50.151 4.759","Doische"
"FLORENNE","10,6%","","50.2605 4.5675","Florennes"
"PHILIPPEVILLE","11,5%","","50.161 4.546","Philippeville"
"WALCOURT","8,4%","","50.2725 4.4555","Walcourt"
"VIROINVAL","14,8%","","50.05 4.624","Viroinval"
