MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,MAPE_train,MAPE_test,sMAPE_train,sMAPE_test
53046.11454390735,62511.11393412253,72935.63958945835,86764.82096128115,0.8018401136632958,0.7318702663432397,16.10101937010805,18.794841133668257,15.228928430096653,17.66769666366581
